"id","created_at","updated_at","terminal_id","grade_id","day","opening_stock","volume_in","volume_out","closing_stock","receipts","shipments","rack_liftings","transfers_in","transfers_out","exchange_in","exchange_out","regrade_in","regrade_out","gain_loss"
5368,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,9,"2016-05-07",142658,81852,25100,199410,81852,24982,0,0,0,0,0,0,0,-118
5369,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-05-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5370,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,14,"2016-05-07",171407,235,33369,138273,232,33369,0,0,0,0,0,0,0,3
5371,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,8,"2016-05-07",-173,0,50,-223,0,0,50,0,0,0,0,0,0,0
5372,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-05-07",3842,0,644,3198,0,0,644,0,0,0,0,0,0,0
5373,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-05-07",2249,0,24,2225,0,0,24,0,0,0,0,0,0,0
5374,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-05-07",97478,102920,20338,186144,102812,6084,14254,0,0,0,0,0,0,108
5375,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-05-07",106456,72,51860,54668,-49311,0,2549,0,0,0,0,0,0,72
5376,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-05-07",12164,1,775,11390,0,0,775,0,0,0,0,0,0,1
5377,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-05-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5378,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,9,"2016-05-08",542,0,0,542,0,0,0,0,0,0,0,0,0,0
5379,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-05-08",377,0,0,377,0,0,0,0,0,0,0,0,0,0
5380,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,9,"2016-05-08",93506,0,0,93505,0,0,0,0,0,0,0,0,0,0
5381,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,8,"2016-05-08",-13618,0,0,-13618,0,0,0,0,0,0,0,0,0,0
5382,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,8,"2016-05-08",-35,0,0,-35,0,0,0,0,0,0,0,0,0,0
5383,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,14,"2016-05-08",120472,0,0,120472,0,0,0,0,0,0,0,0,0,0
5384,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,14,"2016-05-08",1471,0,0,1471,0,0,0,0,0,0,0,0,0,0
5385,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,9,"2016-05-08",2319,0,0,2319,0,0,0,0,0,0,0,0,0,0
5386,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,8,"2016-05-08",18898,0,778,18120,0,0,760,0,0,0,0,0,0,-18
5387,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-05-08",36596,0,2131,34465,0,0,2117,0,0,0,0,0,0,-14
5388,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,9,"2016-05-08",23313,23151,9643,36821,23016,0,9643,0,0,0,0,0,0,135
5389,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-05-08",34385,0,10,34375,0,0,0,0,0,0,0,0,0,-10
5390,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,8,"2016-05-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5391,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,14,"2016-05-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5392,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,9,"2016-05-08",39623,21,5613,34031,0,0,5613,0,0,0,0,0,0,21
5393,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,8,"2016-05-08",9475,0,228,9247,0,0,227,0,0,0,0,0,0,-1
5394,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,14,"2016-05-08",18422,0,2836,15586,0,0,2828,0,0,0,0,0,0,-8
5395,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,8,"2016-05-08",55628,0,10978,44650,0,8752,902,0,0,0,0,0,0,-1324
5396,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,9,"2016-05-08",378483,64681,41617,401547,63211,23889,17728,0,0,0,0,0,0,1470
5397,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,14,"2016-05-08",55421,21220,7518,69123,21113,0,7518,0,0,0,0,0,0,107
5398,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,9,"2016-05-08",49533,7757,2140,55149,7757,0,2103,0,0,0,0,0,0,-37
5399,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,8,"2016-05-08",5101,8,259,4850,0,0,259,0,0,0,0,0,0,8
5400,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,14,"2016-05-08",42996,0,281,42715,0,0,272,0,0,0,0,0,0,-9
5401,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,8,"2016-05-08",-3,0,0,-3,0,0,0,0,0,0,0,0,0,0
5402,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,9,"2016-05-08",-1497,0,0,-1497,0,0,0,0,0,0,0,0,0,0
5403,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,14,"2016-05-08",1196,0,0,1196,0,0,0,0,0,0,0,0,0,0
5404,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,9,"2016-05-08",1710,0,0,1710,0,0,0,0,0,0,0,0,0,0
5405,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,14,"2016-05-08",-2993,0,1084,-4077,0,0,1084,0,0,0,0,0,0,0
5406,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,8,"2016-05-08",-27,0,0,-27,0,0,0,0,0,0,0,0,0,0
5407,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,9,"2016-05-08",42116,0,16329,25787,0,0,16326,0,0,0,0,0,0,-3
5408,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,8,"2016-05-08",17658,12567,4234,25991,12567,0,4234,0,0,0,0,0,0,0
5409,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,14,"2016-05-08",49624,0,8867,40757,0,0,8826,0,0,0,0,0,0,-41
5410,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,9,"2016-05-08",199410,67919,40332,226997,67753,40332,0,0,0,0,0,0,0,166
5411,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-05-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5412,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,8,"2016-05-08",-223,0,0,-223,0,0,0,0,0,0,0,0,0,0
5413,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,14,"2016-05-08",138273,10611,24145,124739,10560,24145,0,0,0,0,0,0,0,51
5414,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-05-08",3198,0,0,3198,0,0,0,0,0,0,0,0,0,0
5415,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-05-08",2225,0,0,2225,0,0,0,0,0,0,0,0,0,0
5416,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-05-08",186144,71,80991,157778,-17700,52554,10737,0,0,0,0,0,0,71
5417,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-05-08",11390,5012,532,15870,5012,0,527,0,0,0,0,0,0,-5
5418,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-05-08",54668,13266,1906,66028,13266,0,1811,0,0,0,0,0,0,-95
5419,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-05-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5420,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,9,"2016-05-09",542,0,0,542,0,0,0,0,0,0,0,0,0,0
5421,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-05-09",377,0,0,377,0,0,0,0,0,0,0,0,0,0
5422,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,9,"2016-05-09",93506,3596,0,97101,3593,0,0,0,0,0,0,0,0,3
5423,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,8,"2016-05-09",-13618,0,0,-13618,0,0,0,0,0,0,0,0,0,0
5424,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,14,"2016-05-09",120472,8978,0,129450,8978,0,0,0,0,0,0,0,0,0
5425,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,8,"2016-05-09",-35,0,0,-35,0,0,0,0,0,0,0,0,0,0
5426,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,9,"2016-05-09",2319,0,0,2319,0,0,0,0,0,0,0,0,0,0
5427,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,14,"2016-05-09",1471,0,0,1471,0,0,0,0,0,0,0,0,0,0
5428,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,8,"2016-05-09",18120,0,1584,16536,0,0,1582,0,0,0,0,0,0,-2
5429,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,9,"2016-05-09",36821,28,10855,25994,0,0,10855,0,0,0,0,0,0,28
5430,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-05-09",34465,18,3634,30849,0,0,3634,0,0,0,0,0,0,18
5431,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,8,"2016-05-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5432,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-05-09",34375,0,0,34375,0,0,0,0,0,0,0,0,0,0
5433,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,14,"2016-05-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5434,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,9,"2016-05-09",34031,15005,6277,42759,15005,0,6225,0,0,0,0,0,0,-52
5435,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,14,"2016-05-09",15586,5269,2878,17977,5261,0,2878,0,0,0,0,0,0,8
5436,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,8,"2016-05-09",9247,7,333,8921,0,0,333,0,0,0,0,0,0,7
5437,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,8,"2016-05-09",44650,1330,2639,43341,0,1257,1382,0,0,0,0,0,0,1330
5438,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,9,"2016-05-09",401547,90452,52496,439503,90452,28106,23125,0,0,0,0,0,0,-1265
5439,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,14,"2016-05-09",69123,0,17257,51866,0,0,17199,0,0,0,0,0,0,-58
5440,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,9,"2016-05-09",55149,4877,4950,55075,4877,0,4912,0,0,0,0,0,0,-38
5441,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,8,"2016-05-09",4850,0,484,4366,0,0,477,0,0,0,0,0,0,-7
5442,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,8,"2016-05-09",-3,0,0,-3,0,0,0,0,0,0,0,0,0,0
5443,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,14,"2016-05-09",42715,39,1955,40799,0,0,1955,0,0,0,0,0,0,39
5444,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,9,"2016-05-09",1710,0,0,1710,0,0,0,0,0,0,0,0,0,0
5445,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,14,"2016-05-09",1196,0,0,1196,0,0,0,0,0,0,0,0,0,0
5446,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,8,"2016-05-09",-27,0,125,-152,0,0,125,0,0,0,0,0,0,0
5447,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,9,"2016-05-09",-1497,0,1153,-2650,0,0,1153,0,0,0,0,0,0,0
5448,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,14,"2016-05-09",-4077,0,978,-5055,0,0,978,0,0,0,0,0,0,0
5449,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,8,"2016-05-09",25991,2484,5754,22721,2427,0,5754,0,0,0,0,0,0,57
5450,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,9,"2016-05-09",25787,39664,13968,51483,39508,0,13968,0,0,0,0,0,0,156
5451,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,14,"2016-05-09",40757,1,9248,31510,0,0,9248,0,0,0,0,0,0,1
5452,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,9,"2016-05-09",226997,0,91534,135463,0,91436,0,0,0,0,0,0,0,-98
5453,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-05-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5454,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,8,"2016-05-09",-223,0,142,-365,0,0,142,0,0,0,0,0,0,0
5455,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,14,"2016-05-09",124739,56522,11999,169262,56522,11936,0,0,0,0,0,0,0,-63
5456,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-05-09",3198,0,378,2820,0,0,378,0,0,0,0,0,0,0
5457,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-05-09",2225,0,175,2050,0,0,175,0,0,0,0,0,0,0
5458,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-05-09",157778,29,48153,143699,-1873,34045,12235,0,0,0,0,0,0,29
5459,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-05-09",15870,0,745,15124,0,0,745,0,0,0,0,0,0,0
5460,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-05-09",66028,123,11139,55012,-7688,0,3451,0,0,0,0,0,0,123
5461,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-05-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5462,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,9,"2016-05-10",542,0,150,392,0,0,150,0,0,0,0,0,0,0
5463,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-05-10",377,0,24,353,0,0,24,0,0,0,0,0,0,0
5464,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,8,"2016-05-10",-13618,0,24,-13642,0,0,24,0,0,0,0,0,0,0
5465,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,9,"2016-05-10",97101,0,139,96962,0,0,139,0,0,0,0,0,0,0
5466,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,14,"2016-05-10",129450,0,0,129450,0,0,0,0,0,0,0,0,0,0
5467,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,8,"2016-05-10",-35,0,20,-55,0,0,20,0,0,0,0,0,0,0
5468,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,9,"2016-05-10",2319,0,282,2037,0,0,282,0,0,0,0,0,0,0
5469,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,14,"2016-05-10",1471,0,95,1376,0,0,95,0,0,0,0,0,0,0
5470,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-05-10",30849,0,4281,26568,0,0,4254,0,0,0,0,0,0,-27
5471,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,9,"2016-05-10",25994,18075,14013,30056,17929,0,14013,0,0,0,0,0,0,146
5472,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,8,"2016-05-10",16536,9026,1961,23601,9000,0,1961,0,0,0,0,0,0,26
5473,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,14,"2016-05-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5474,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,8,"2016-05-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5475,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-05-10",34375,0,17,34356,0,0,0,0,0,0,0,0,0,-17
5476,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,9,"2016-05-10",42759,673,8484,34948,611,0,8484,0,0,0,0,0,0,62
5477,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,8,"2016-05-10",8921,0,484,8437,0,0,472,0,0,0,0,0,0,-12
5478,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,14,"2016-05-10",17977,0,4498,13479,0,0,4498,0,0,0,0,0,0,0
5479,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,8,"2016-05-10",43341,0,1343,41998,0,0,1260,0,0,0,0,0,0,-83
5480,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,9,"2016-05-10",439503,109336,118303,430536,109336,92098,25932,0,0,0,0,0,0,-273
5481,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,14,"2016-05-10",51866,0,20587,31279,0,0,20571,0,0,0,0,0,0,-16
5482,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,9,"2016-05-10",55075,10011,3587,61499,9998,0,3587,0,0,0,0,0,0,13
5483,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,8,"2016-05-10",4366,3,512,3857,0,0,512,0,0,0,0,0,0,3
5484,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,8,"2016-05-10",-3,0,60,-63,0,0,60,0,0,0,0,0,0,0
5485,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,14,"2016-05-10",40799,0,2648,38151,0,0,2573,0,0,0,0,0,0,-75
5486,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,9,"2016-05-10",1710,0,109,1601,0,0,109,0,0,0,0,0,0,0
5487,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,14,"2016-05-10",1196,0,24,1172,0,0,24,0,0,0,0,0,0,0
5488,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,8,"2016-05-10",-152,0,50,-202,0,0,50,0,0,0,0,0,0,0
5489,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,9,"2016-05-10",-2650,0,222,-2872,0,0,222,0,0,0,0,0,0,0
5490,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,14,"2016-05-10",-5055,0,233,-5288,0,0,233,0,0,0,0,0,0,0
5491,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,8,"2016-05-10",22721,0,5778,16943,0,0,5760,0,0,0,0,0,0,-18
5492,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,9,"2016-05-10",51483,554,23561,28476,507,0,23561,0,0,0,0,0,0,47
5493,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,14,"2016-05-10",31510,38137,11123,58524,38019,0,11123,0,0,0,0,0,0,118
5494,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,9,"2016-05-10",135463,48341,79149,104655,48274,79149,0,0,0,0,0,0,0,67
5495,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-05-10",0,16773,16773,0,16773,16773,0,0,0,0,0,0,0,0
5496,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,14,"2016-05-10",169262,11944,107,181099,11944,0,0,0,0,0,0,0,0,-107
5497,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,8,"2016-05-10",-365,0,172,-537,0,0,172,0,0,0,0,0,0,0
5498,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-05-10",2820,0,885,1935,0,0,885,0,0,0,0,0,0,0
5499,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-05-10",2050,0,554,1496,0,0,554,0,0,0,0,0,0,0
5500,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-05-10",143699,0,72878,118456,-18018,47635,7199,0,0,0,0,0,0,-26
5501,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-05-10",15124,14,342,14796,0,0,342,0,0,0,0,0,0,14
5502,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-05-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5503,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-05-10",55012,64714,3127,116599,64587,0,3127,0,0,0,0,0,0,127
5504,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,9,"2016-05-11",392,0,0,392,0,0,0,0,0,0,0,0,0,0
5505,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-05-11",353,0,0,353,0,0,0,0,0,0,0,0,0,0
5506,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,9,"2016-05-11",96962,0,0,96962,0,0,0,0,0,0,0,0,0,0
5507,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,8,"2016-05-11",-13642,0,0,-13642,0,0,0,0,0,0,0,0,0,0
5508,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,14,"2016-05-11",129450,0,0,129450,0,0,0,0,0,0,0,0,0,0
5509,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,8,"2016-05-11",-55,0,0,-55,0,0,0,0,0,0,0,0,0,0
5510,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,9,"2016-05-11",2037,0,32,2005,0,0,32,0,0,0,0,0,0,0
5511,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,14,"2016-05-11",1376,0,0,1376,0,0,0,0,0,0,0,0,0,0
5512,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,8,"2016-05-11",23601,0,1910,21691,0,0,1909,0,0,0,0,0,0,-1
5513,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,9,"2016-05-11",30056,38508,11995,56569,38225,0,11995,0,0,0,0,0,0,283
5514,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-05-11",34356,15241,0,49597,15217,0,0,0,0,0,0,0,0,24
5515,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-05-11",26568,48,3974,22642,0,0,3974,0,0,0,0,0,0,48
5516,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,8,"2016-05-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5517,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,14,"2016-05-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5518,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,9,"2016-05-11",34948,9774,6685,38037,9774,0,6678,0,0,0,0,0,0,-7
5519,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,8,"2016-05-11",8437,0,397,8040,0,0,396,0,0,0,0,0,0,-1
5520,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,14,"2016-05-11",13479,8356,6313,15522,8356,0,6301,0,0,0,0,0,0,-12
5521,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,8,"2016-05-11",41998,22132,1565,62565,22107,0,1565,0,0,0,0,0,0,25
5522,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,9,"2016-05-11",430536,75739,103920,402355,75494,78604,25316,0,0,0,0,0,0,245
5523,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,14,"2016-05-11",31279,14610,21759,24130,14610,0,21672,0,0,0,0,0,0,-87
5524,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,9,"2016-05-11",61499,3177,4311,60365,3134,0,4311,0,0,0,0,0,0,43
5525,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,8,"2016-05-11",3857,4841,540,8158,4838,0,540,0,0,0,0,0,0,3
5526,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,14,"2016-05-11",38151,6,2476,35681,0,0,2476,0,0,0,0,0,0,6
5527,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,8,"2016-05-11",-63,0,95,-158,0,0,95,0,0,0,0,0,0,0
5528,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,9,"2016-05-11",1601,0,101,1500,0,0,101,0,0,0,0,0,0,0
5529,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,14,"2016-05-11",1172,0,0,1172,0,0,0,0,0,0,0,0,0,0
5530,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,8,"2016-05-11",-202,0,0,-202,0,0,0,0,0,0,0,0,0,0
5531,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,14,"2016-05-11",-5288,0,325,-5613,0,0,325,0,0,0,0,0,0,0
5532,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,9,"2016-05-11",-2872,0,69,-2941,0,0,69,0,0,0,0,0,0,0
5533,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,8,"2016-05-11",16943,42,6028,10957,0,0,6028,0,0,0,0,0,0,42
5534,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,9,"2016-05-11",28476,30994,20368,39102,30753,0,20368,0,0,0,0,0,0,241
5535,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,14,"2016-05-11",58524,11917,12393,58048,11917,0,12393,0,0,0,0,0,0,0
5536,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,9,"2016-05-11",104655,66738,52829,11838,66738,52693,0,0,0,0,0,0,0,-136
5537,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-05-11",0,9397,9397,0,9397,9397,0,0,0,0,0,0,0,0
5538,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,14,"2016-05-11",181099,23760,23286,181573,23760,23176,0,0,0,0,0,0,0,-110
5539,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,8,"2016-05-11",-537,0,0,-537,0,0,0,0,0,0,0,0,0,0
5540,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-05-11",1935,0,286,1649,0,0,286,0,0,0,0,0,0,0
5541,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-05-11",118456,11220,66524,115535,11220,52383,13942,0,0,0,0,0,0,-199
5542,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-05-11",1496,0,0,1496,0,0,0,0,0,0,0,0,0,0
5543,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-05-11",14796,0,941,13855,0,0,935,0,0,0,0,0,0,-6
5544,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-05-11",116599,208,11035,105772,-6206,0,4829,0,0,0,0,0,0,208
5545,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-05-12",353,0,0,353,0,0,0,0,0,0,0,0,0,0
5546,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-05-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
