id,ref_id,type
1599,1599,terminal
1600,1600,terminal
1601,1601,terminal
1602,1602,terminal
1603,1603,terminal
1604,1604,terminal
1605,1605,terminal
1606,1606,terminal
1607,1607,terminal
1608,1608,terminal
1609,1609,terminal
1610,1610,terminal
1611,1611,terminal
1612,1612,terminal
1613,1613,terminal
1614,1614,terminal
1615,1615,terminal
1616,1616,terminal
1617,1617,terminal
1618,1618,terminal
1619,1619,terminal
1620,1620,terminal
1621,1621,terminal
1622,1622,terminal
1623,1623,terminal
1624,1624,terminal
1625,1625,terminal
1626,1626,terminal
1627,1627,terminal
1628,1628,terminal
1629,1629,terminal
1630,1630,terminal
1631,1631,terminal
1632,1632,terminal
1633,1633,terminal
1634,1634,terminal
1635,1635,terminal
1636,1636,terminal
1637,1637,terminal
1638,1638,terminal
1639,1639,terminal
1640,1640,terminal
1641,1641,terminal
1642,1642,terminal
1643,1643,terminal
1644,1644,terminal
1645,1645,terminal
1646,1646,terminal
1647,1647,terminal
1648,1648,terminal
1649,1649,terminal
1650,1650,terminal
1651,1651,terminal
1652,1652,terminal
1653,1653,terminal
1654,1654,terminal
1655,1655,terminal
1656,1656,terminal
1657,1657,terminal
1658,1658,terminal
1659,1659,terminal
1660,1660,terminal
1661,1661,terminal
1662,1662,terminal
1663,1663,terminal
1664,1664,terminal
1665,1665,terminal
1666,1666,terminal
1667,1667,terminal
1668,1668,terminal
1669,1669,terminal
1670,1670,terminal
1671,1671,terminal
1672,1672,terminal
1673,1673,terminal
1674,1674,terminal
1675,1675,terminal
1676,1676,terminal
1677,1677,terminal
1678,1678,terminal
1679,1679,terminal
1680,1680,terminal
1681,1681,terminal
1682,1682,terminal
1683,1683,terminal
1684,1684,terminal
1685,1685,terminal
1686,1686,terminal
1687,1687,terminal
1688,1688,terminal
1689,1689,terminal
1690,1690,terminal
1691,1691,terminal
1692,1692,terminal
1693,1693,terminal
1694,1694,terminal
1695,1695,terminal
1696,1696,terminal
1697,1697,terminal
1698,1698,terminal
1699,1699,terminal
1700,1700,terminal
1701,1701,terminal
1702,1702,terminal
1703,1703,terminal
1704,1704,terminal
1705,1705,terminal
1706,1706,terminal
1707,1707,terminal
1708,1708,terminal
1709,1709,terminal
1710,1710,terminal
1711,1711,terminal
1712,1712,terminal
1713,1713,terminal
1714,1714,terminal
1715,1715,terminal
1716,1716,terminal
1717,1717,terminal
1718,1718,terminal
1719,1719,terminal
1720,1720,terminal
1721,1721,terminal
1722,1722,terminal
1723,1723,terminal
1724,1724,terminal
1725,1725,terminal
1726,1726,terminal
1727,1727,terminal
1728,1728,terminal
1729,1729,terminal
1730,1730,terminal
1731,1731,terminal
1732,1732,terminal
1733,1733,terminal
1734,1734,terminal
1735,1735,terminal
1736,1736,terminal
1737,1737,terminal
1738,1738,terminal
1739,1739,terminal
1740,1740,terminal
1741,1741,terminal
1742,1742,terminal
1743,1743,terminal
1744,1744,terminal
1745,1745,terminal
1746,1746,terminal
1747,1747,terminal
1748,1748,terminal
1749,1749,terminal
1750,1750,terminal
1751,1751,terminal
1752,1752,terminal
1753,1753,terminal
1754,1754,terminal
1755,1755,terminal
1756,1756,terminal
1757,1757,terminal
1758,1758,terminal
1759,1759,terminal
1760,1760,terminal
1761,1761,terminal
1762,1762,terminal
1763,1763,terminal
1764,1764,terminal
1765,1765,terminal
1766,1766,terminal
1767,1767,terminal
1768,1768,terminal
1769,1769,terminal
1770,1770,terminal
1771,1771,terminal
1772,1772,terminal
1773,1773,terminal
1774,1774,terminal
1775,1775,terminal
1776,1776,terminal
1777,1777,terminal
1778,1778,terminal
1779,1779,terminal
1780,1780,terminal
1781,1781,terminal
1782,1782,terminal
1783,1783,terminal
1784,1784,terminal
1785,1785,terminal
1786,1786,terminal
1787,1787,terminal
1788,1788,terminal
1789,1789,terminal
1790,1790,terminal
1791,1791,terminal
1792,1792,terminal
1793,1793,terminal
1794,1794,terminal
1795,1795,terminal
1796,1796,terminal
1797,1797,terminal
1798,1798,terminal
1799,1799,terminal
1800,1800,terminal
1801,1801,terminal
1802,1802,terminal
1803,1803,terminal
1804,1804,terminal
1805,1805,terminal
1806,1806,terminal
1807,1807,terminal
1808,1808,terminal
1809,1809,terminal
1810,1810,terminal
1811,1811,terminal
1812,1812,terminal
1813,1813,terminal
1814,1814,terminal
1815,1815,terminal
1816,1816,terminal
1817,1817,terminal
1818,1818,terminal
1819,1819,terminal
1820,1820,terminal
1821,1821,terminal
1822,1822,terminal
1823,1823,terminal
1824,1824,terminal
1825,1825,terminal
1826,1826,terminal
1827,1827,terminal
1828,1828,terminal
1829,1829,terminal
1830,1830,terminal
1831,1831,terminal
1832,1832,terminal
1833,1833,terminal
1834,1834,terminal
1835,1835,terminal
1836,1836,terminal
1837,1837,terminal
1838,1838,terminal
1839,1839,terminal
1840,1840,terminal
1841,1841,terminal
1842,1842,terminal
1843,1843,terminal
1844,1844,terminal
1845,1845,terminal
1846,1846,terminal
1847,1847,terminal
1848,1848,terminal
1849,1849,terminal
1850,1,refinery
1851,2,refinery
1852,3,refinery
1853,4,refinery
1854,5,refinery
1855,6,refinery
1856,7,refinery
1857,8,refinery
1858,9,refinery
1859,10,refinery
1860,11,refinery
1861,12,refinery
1862,13,refinery
1863,14,refinery
1864,15,refinery
1865,16,refinery
1866,17,refinery
1867,18,refinery
1868,19,refinery
1869,20,refinery
1870,21,refinery
1871,22,refinery
1872,23,refinery
1873,24,refinery
1874,25,refinery
1875,26,refinery
1876,27,refinery
1877,28,refinery
1878,29,refinery
1879,30,refinery
1880,31,refinery
1881,32,refinery
1882,33,refinery
1883,34,refinery
1884,35,refinery
1885,36,refinery
1886,37,refinery
1887,38,refinery
1888,39,refinery
1889,40,refinery
1890,41,refinery
1891,42,refinery
1892,43,refinery
1893,44,refinery
1894,45,refinery
1895,46,refinery
1896,47,refinery
1897,48,refinery
1898,49,refinery
1899,50,refinery
1900,51,refinery
1901,52,refinery
1902,53,refinery
1903,54,refinery
1904,55,refinery
1905,56,refinery
1906,57,refinery
1907,58,refinery
1908,59,refinery
1909,60,refinery
1910,61,refinery
1911,62,refinery
1912,63,refinery
1913,64,refinery
1914,65,refinery
1915,66,refinery
1916,67,refinery
1917,68,refinery
1918,69,refinery
1919,70,refinery
1920,71,refinery
1921,72,refinery
1922,73,refinery
1923,74,refinery
1924,75,refinery
1925,76,refinery
1926,77,refinery
1927,78,refinery
1928,79,refinery
1929,80,refinery
1930,81,refinery
1931,82,refinery
1932,83,refinery
1933,84,refinery
1934,85,refinery
1935,86,refinery
1936,87,refinery
1937,88,refinery
1938,89,refinery
1939,90,refinery
1940,91,refinery
1941,92,refinery
1942,93,refinery
1943,94,refinery
1944,95,refinery
1945,96,refinery
1946,97,refinery
1947,98,refinery
1948,99,refinery
1949,100,refinery
1950,102,refinery
1951,103,refinery
1952,104,refinery
1953,105,refinery
1954,106,refinery
1955,107,refinery
1956,108,refinery
1957,109,refinery
1958,110,refinery
1959,111,refinery
1960,112,refinery
1961,113,refinery
1962,114,refinery
1963,115,refinery
1964,116,refinery
1965,117,refinery
1966,118,refinery
1967,119,refinery
1968,120,refinery
1969,121,refinery
1970,122,refinery
1971,123,refinery
1972,124,refinery
1973,125,refinery
1974,126,refinery
1975,127,refinery
1976,128,refinery
1977,129,refinery
1978,130,refinery
1979,131,refinery
1980,132,refinery
1981,133,refinery
1982,134,refinery
1983,135,refinery
1984,136,refinery
1985,137,refinery
1986,138,refinery
1987,139,refinery
1988,140,refinery
1989,141,refinery
1990,142,refinery
1991,143,refinery
