id,name,city,contact_email,contact_fax,contact_name,contact_phone,contact_role,latitude,longitude,operational,rack_capacity,state,storage_capacity,street,operator_id,owner_id,terminaling_capacity,truck_bays,type,zip,pipeline_access,rail_access,truck_access,marine_access,irs_motor_fuel_terminal_id
381,Conway - Oneok Storage,McPherson,,,,,,38.3737,-97.8034,TRUE,,KS,, ,84,84,,,terminal,67460,,,,,0
382,Conway Frac,Mcpherson,,,,,,38.3789,-97.8324,TRUE,,KS,, ,369,369,,,terminal,67460,,,,,0
383,Coraopolis,Coraopolis,,,,,,40.526492,-80.209544,TRUE,,PA,,520 University Blvd,28,28,,,terminal,15108,,,,,T-25-PA-1759
384,Coraopolis,Coraopolis,,,,,,40.526492,-80.209544,TRUE,,PA,,520 University Blvd,79,79,,,terminal,15108,,,,,T-25-PA-1760
385,Coraopolis,Coraopolis,,,,,,40.526492,-80.209544,TRUE,,PA,,520 University Blvd,28,28,,,terminal,15108,,,,,T-25-PA-1780
386,Coraopolis,Coraopolis,,,,,,40.5256,-80.1726,TRUE,,PA,, ,37,37,,,terminal,15108,,,,,0
387,Cordova,Cordova,,,,,,60.536166,-145.75335,TRUE,,AK,,100 Ocean Dock Rd.,459,459,,,terminal,99574,,,,,T-91-AK-4523
388,Cordova,Cordova,,,,,,60.5414,-145.7494,TRUE,,AK,, ,254,254,,,terminal,99574,,,,,0
389,Corp Christi Plant,Viola,,,,,,27.8175,-97.4968,TRUE,,TX,, ,11,11,,,terminal,78409,,,,,0
390,Corpus Christi CGO,Corpus Christi,,,,,,27.805747,-97.431258,TRUE,,TX,,1308 Oak Park Street,9,9,,,terminal,78407,,,,,T-74-TX-2716
391,Corpus Christi VLO,Corpus Christi,,,,,,27.805592,-97.44731,TRUE,,TX,,5900 Up River Rd.,145,145,,,terminal,78407,,,,,T-74-TX-2714
392,Corpus Christi FHR,Corpus Christi,,,,361-241-4811,,27.818007,-97.520212,TRUE,,TX,,2825 Suntide Road,14,14,,,terminal,78409,,,,,T-74-TX-2721
393,Corpus Christi BPL,Viola,,,,,,27.8279,-97.4995,TRUE,,TX,,7002 Marvin L Berry Rd,219,219,,,terminal,78409,,,,,T-76-TX-2838
394,Corpus Christi BPL,Corpus Christi,,,,,,27.80936,-97.502574,TRUE,,TX,,1501 Southern Minerals Rd,223,223,,,terminal,78409,,,,,T-76-TX-2844
395,Corpus Christi,Corpus Christi,,,,,,27.8199,-97.3948,TRUE,,TX,, ,55,55,,,terminal,78402,,,,,0
396,Corpus Christi North Beach,Corpus Christi,mike.vest@nustarenergy.com,,Mike Vest,3616967542,Terminal Contact,27.8181,-97.4002,TRUE,,TX,327000, _2829 Texaco Road,6,6,,0,terminal,78407,in,none,none,out,0
397,Corson,Corson,,,,,,43.6119,-96.5788,TRUE,,SD,, ,75,75,,,terminal,57005,,,,,0
398,Cortlandt Manor,Cortlandt Manor,,,,,,41.295697,-73.945477,TRUE,,NY,,26 Bayview Drive,85,85,,,terminal,10567,,,,,T-13-NY-1358
399,Coshocton,Coshocton,,,,,,40.1964,-81.8446,TRUE,,OH,, ,23,23,,,terminal,43812,,,,,0
400,Cotton Valley,Cotton Valley,,,,,,32.816214,-93.42266,TRUE,,LA,,U. S. Hwy 371 South,110,110,,,terminal,71018,,,,,T-72-LA-2388
401,Council Bluffs BPL,Council Bluffs,kboslett@buckeye.com,,Scott Newhard,(712) 366-9461,Terminal Contact,41.214,-95.832,TRUE,,IA,544000,829 Tank Farm Road,1,1,,,terminal,51501,in,,out,,T-42-IA-3454
402,Council Bluffs CHS,Council Bluffs,,,,0,,41.2168,-95.8344,TRUE,,IA,,825 Tank Farm Road,51,51,,,terminal,51501,,,,,T-42-IA-3455
403,Covent,Covent,,,,,,30.04362,-90.6976,TRUE,,LA,,Louisiana Street,10,10,,,terminal,70723,,,,,T-72-LA-2361
404,Covington,Latonia,,,,,,39.0527,-84.4997,TRUE,,KY,, ,3,3,,,terminal,41015,,,,,0
405,Craig,Craig,,,,,,55.477182,-133.151296,TRUE,,AK,,300 Front St.,31,31,,,terminal,99921,,,,,T-91-AK-4512
406,Crockett,Crockett,,,,,,38.050866,-122.243716,TRUE,,CA,,90 San Pablo Ave,94,94,,,terminal,94525,,,,,T-68-CA-4605
407,Crookston,Crookston,,,,,,47.7932,-96.6112,TRUE,,MN,, ,139,139,,,terminal,56716,,,,,0
408,Curtis Bay,Curtis Bay,,,,,,39.226774,-76.588021,TRUE,,MD,,801 East Ordance Rd,4,470,,,terminal,21226,,,,,T-52-MD-1551
409,Curtis Bay,Curtis Bay,,,,,,39.228747,-76.571609,TRUE,,MD,,2155 Northbridge Ave,5,5,,,terminal,21226,,,,,T-52-MD-1552
410,Curtis Bay,Curtis Bay,,,,,,39.22935,-76.568995,TRUE,,MD,,2201 Southport Ave.,9,9,,,terminal,21226,,,,,T-52-MD-1562
411,Custer,Fay,,,,,,35.6966,-98.6636,TRUE,,OK,, ,442,442,,,terminal,73646,,,,,0
412,Cuyahoga,Cleveland,,,,,,41.427024,-81.657545,TRUE,,OH,,4850 E 49th Street,1,1,,,terminal,44125,,,,,T-34-OH-3144
413,Dallas,Dallas,,2146881789,,2146881770,,32.778746,-96.888268,TRUE,,TX,,4200 Singleton Boulevard,2,2,,,terminal,75212,,,,,T-75-TX-2661
414,Dallas,Dallas,,,,,,32.778757,-96.883986,TRUE,,TX,,3900 Singleton Blvd.,10,10,,,terminal,75212,,,,,T-75-TX-2662
415,Dallas,Dallas,,,,,,32.851874,-96.858654,TRUE,,TX,,Love Field,15,15,,,terminal,75235,,,,,T-75-TX-2663
416,Dallas,Dallas,,,,,,32.905216,-97.06652,TRUE,,TX,,2001 W. Airfield Dr. @ 20th St,426,426,,,terminal,75261,,,,,T-75-TX-2673
417,Davenport,Davenport,,,,,,41.4683,-90.6769,TRUE,,IA,, ,406,406,,,terminal,52804,,,,,0
418,Davenport Asphalt,Davenport,,,,563-324-3766,,41.4635,-90.6813,TRUE,,IA,,501 East Front Street,14,14,,,terminal,52804,,,,,0
419,Dayton,Dayton,,,James Malloy,,Terminal Manager,39.785597,-84.161213,TRUE,,OH,274000,621 Brandt Pike,4,470,,,terminal,45404,in,,,,T-31-OH-3106
420,Dayton,Dayton,,,,,,39.787955,-84.159097,TRUE,,OH,,801 Brandt Pike,1,1,,,terminal,45404,,,,,T-31-OH-3115
421,Dayton,Dayton,,,,,,39.786841,-84.164655,TRUE,,OH,,1708 Farr Drive,5,5,,,terminal,45404,,,,,T-31-OH-3117
422,Dayton,Dayton,,,,,,39.789084,-84.164223,TRUE,,OH,,1800 Farr Drive,9,9,,,terminal,45404,,,,,T-31-OH-3121
423,Dearborn,Dearborn,,,,,,42.294765,-83.14515,TRUE,,MI,,1071 Miller Rd.,300,300,,,terminal,48120,,,,,T-38-MI-3003
424,Dearborn,Taylor,,,,,,42.244799,-83.304526,TRUE,,MI,,8503 South Inkster Rd.,1,1,,,terminal,48180,,,,,T-38-MI-3006
425,Decatur,Forsyth,,,,,,39.935602,-88.951837,TRUE,,IL,,266 E Shafer Drive,1,1,,,terminal,62535,,,,,T-37-IL-3365
426,Deer Park,Deer Park,,,,,,29.687972,-95.116749,TRUE,,TX,,1943 Independence Parkway,147,147,,,terminal,77536,,,,,T-76-TX-2815
427,Deer Park,Deer Park,,,,,,29.687972,-95.116749,TRUE,,TX,,2759 Battleground Rd.,78,78,,,terminal,77536,,,,,T-76-TX-2820
428,Deer Park Rail Tanks,Pasadena,,,,,,29.7205,-95.1401,TRUE,,TX,, ,18,18,,,terminal,77503,,,,,0
429,Delaware City,Delaware City,,,,,,39.581603,-75.61543,TRUE,,DE,,4550 Wrangle Hill Road,354,354,,,terminal,19706,,,,,T-51-DE-1600
430,Delmita,Rio Grande City,,,,,,26.6563,-98.4814,TRUE,,TX,, ,26,26,,,terminal,78582,,,,,0
431,Delmont,Delmont,,,,,,40.425266,-79.575865,TRUE,,PA,,1734 Old Route 66,5,5,,,terminal,15626,,,,,T-25-PA-1761
432,Delmont,Greensburg,,,,,,40.3981,-79.5661,TRUE,,PA,,6433 Route 22,44,44,,,terminal,15601,,,,,T-25-PA-1778
433,Demopolis,Demopolis,,,,,,32.5175,-87.8364,TRUE,,AL,, ,53,53,,,terminal,36732,,,,,0
434,Denton,Denton,,,,,,35.6134,-80.1778,TRUE,,NC,, ,154,154,,,terminal,27239,,,,,0
435,Denver,Commerce City,danny.mccrory@nustarenergy.com,3032989013,Danny McCrory,3032979212,Terminal Contact,39.798567,-104.944006,TRUE,,CO,105000,3601 East 56th Street,6,6,,2,terminal,80022,in,none,out,none,T-84-CO-4103
436,Denver,Commerce City,,,,,,39.7975,-104.939329,TRUE,,CO,310000,3960 East 56th Avenue,7,7,,5,terminal,80022,,,,,T-84-CO-4104
437,Denver,Henderson,,,,,,39.871265,-104.887789,TRUE,,CO,,8581 East 96th Ave,40,40,,,terminal,80640,,,,,T-84-CO-4109
438,Denver,Denver,,,,,,39.897669,-104.67525,TRUE,,CO,,11110 Queensburg St.,15,15,,,terminal,80249,,,,,T-84-CO-4111
439,Denver,Denver,,,,,,39.790885,-105.0039,TRUE,,CO,,1400 West 52nd Ave,25,25,,,terminal,80221,,,,,T-84-CO-4113
440,Denver-C,Commerce City,,,,,,39.8039,-104.9363,TRUE,,CO,, ,29,29,,,terminal,80022,,,,,0
441,Des Moines,Des Moines,,,,,,41.5599,-93.4911,TRUE,,IA,, ,39,39,,,terminal,50327,,,,,0
442,Des Moines BPL,Urbandale,dlmontoya@buckeye.com,,,(515) 226-4017,,41.604275,-93.735715,TRUE,,IA,380800,1501 Northwest 86th Street,1,1,,,terminal,50322,in,,out,,T-42-IA-3456
443,Des Moines MPL,Des Moines,steve.seward@magellanlp.com,(515) 261-6691,Steve Seward,(515) 261-6698,Terminal Contact,41.5595,-93.5282,TRUE,,IA,2100000,2503 Southeast 43rd Street,2,477,,,terminal,50327,in,,both,,T-42-IA-3457
444,Des Plaines,Arlington Heights,,,,,,42.025132,-87.954047,TRUE,,IL,,2312 Terminal Drive,16,16,,,terminal,60005,,,,,T-36-IL-3311
445,Des Plaines Terminal,Des Plaines,,,,,,42.0316,-87.8838,TRUE,,IL,, ,18,18,,,terminal,60016,,,,,0
446,Detroit,Detroit,,,,,,42.283131,-83.14126,TRUE,,MI,,700 S. Deacon Street,1,1,,,terminal,48217,,,,,T-38-MI-3025
447,Detroit,Detroit,,,,,,42.293478,-83.154535,TRUE,,MI,,500 South Dix Avenue,5,5,,,terminal,48217,,,,,T-38-MI-3030
448,Detroit,Detroit,,,,,,42.304631,-83.090098,TRUE,,MI,,5431 W Jefferson,149,149,,,terminal,48209,,,,,T-38-MI-3047
449,Detroit Asphalt,Detroit,,,,,,42.278682,-83.153416,TRUE,,MI,,12700 Toronto St.,3,3,,,terminal,48217,,,,,T-38-MI-3015
450,Detroit Refinery,Detroit,,,,,,42.280855,-83.151583,TRUE,,MI,,1300 S Fort St,3,3,,,terminal,48217,,,,,T-38-MI-3049
451,Dexter,Dexter,,,,,,36.7892,-89.9162,TRUE,,MO,, ,54,54,,,terminal,63841,,,,,0
452,Dickinson,Dickinson,,,,,,46.860033,-102.894367,TRUE,,ND,,3815 116th Ave SW,350,350,,,terminal,58601,,,,,T-45-ND-3509
453,Dillingham,San Diego,,,,,,32.703544,-117.155656,TRUE,,CA,,961 E. Harbor Dr.,203,203,,,terminal,92101,,,,,T-33-CA-4747
454,Dillingham,Memphis,,,,,,35.071361,-89.975677,TRUE,,TN,,2640 Rental Road,201,201,,,terminal,38118,,,,,T-62-TN-2223
455,Dillingham,Dillingham,,,,,,59.038766,-158.465783,TRUE,,AK,,309 Main St.,36,36,,,terminal,99576,,,,,T-91-AK-4526
456,Dillingham,Dillingham,,,,,,59.042149,-158.48282,TRUE,,AK,,106 North Pacific Ct.,189,189,,,terminal,99576,,,,,T-92-AK-4577
457,Dodge City Plant,Spearville,,,,,,37.7506,-99.9426,TRUE,,KS,, ,11,11,,,terminal,67876,,,,,0
458,Doniphan,Doniphan,irene.wirit@magellanlp.com,(402) 744-3781,Irene Wirit,(402) 744-3711,Terminal Contact,40.7522,-98.3769,TRUE,,NE,500000,12275 South US Hwy 281,2,477,,,terminal,68832,in,,both,,T-47-NE-3602
459,Doraville TMP,Atlanta,,,,7704585588,,33.91747,-84.272062,TRUE,,GA,483000,2836 Woodwin Road,8,8,,3,terminal,30360,,,,,T-58-GA-2525
460,Doraville,Atlanta,,,,,,33.910914,-84.273331,TRUE,,GA,,4026 Winters Chapel Road,12,12,,,terminal,30340,,,,,T-58-GA-2528
461,Doraville,Atlanta,,,,,,33.908679,-84.271086,TRUE,,GA,,6293 New Peachtree Road,3,3,,,terminal,30340,,,,,T-58-GA-2532
462,Doraville MPL 1,Atlanta,,7704512409,,7704573026,,33.917561,-84.263591,TRUE,,GA,,4149 Winters Chapel Road,2,2,,,terminal,30340,,,,,T-58-GA-2533
463,Doraville KMI 2,Doraville,,,,,,33.912475,-84.273358,TRUE,,GA,,4064 Winters Chapel Rd,4,470,,,terminal,30360,,,,,T-58-GA-2534
464,Doraville MPL 2,Atlanta,,7704513049,,7704576272,,33.915594,-84.273099,TRUE,,GA,,2797 Woodwin Road,2,2,,,terminal,30360,,,,,T-58-GA-2535
465,Doraville KMI 3,Doraville,,,,,,33.911219,-84.267498,TRUE,,GA,,6430 New Peachtree Road,4,470,,,terminal,30340,,,,,T-58-GA-2526
466,Doraville Eastwest,Atlanta,,,,,,33.915266,-84.268278,TRUE,,GA,,4143 Winters Chapel Rd,10,10,,,terminal,30360,,,,,T-58-GA-2531
467,Doraville South,Atlanta,,,,,,33.914296,-84.268602,TRUE,,GA,,4127 Winters Chapel Rd.,10,10,,,terminal,30360,,,,,T-58-GA-2510
468,Douglas,Douglas,,,,,,43.038305,-105.264736,TRUE,,WY,,2079 Hwy 59,267,267,,,terminal,82633,,,,,T-83-WY-4060
469,Dover,Dover,,,,,,39.169535,-75.440012,TRUE,,DE,,Port Mahon Rd.,204,204,,,terminal,19901,,,,,T-52-DE-1602
470,Dravosburg,Dravosburg,,,,,,40.35414,-79.880788,TRUE,,PA,,702 Washington Avenue,446,446,,,terminal,15034,,,,,T-25-PA-1762
471,Dravosburg (Pittsburgh),Dravosburg,,4124661999,Nick Borelli,4124664100,Terminal Manager,40.3548,-79.8794,TRUE,,PA,243000,702 Washington Avenue,4,472,,,terminal,15034,none,none,both,both,0
472,Dublin,Dublin,,,,,,40.100152,-83.191539,TRUE,,OH,,6433 Cosgray Road,9,9,,,terminal,43016,,,,,T-31-OH-3120
473,Dubois,Luthersburg,,,,,,41.032,-78.6743,TRUE,,PA,, ,23,23,,,terminal,15848,,,,,0
474,Dubuque,Dubuque,jeff.selvidge@magellanlp.com,(563) 588-4210,Jeff Selvidge,(563) 588-3311,Terminal Contact,42.436426,-90.716921,TRUE,,IA,100000,8038 St Joe's Prairie Rd,2,2,,,terminal,52003,in,,both,,T-42-IA-3460
475,Dubuque,Dubuque,,,,,,42.4817,-90.7872,TRUE,,IA,, ,52,52,,,terminal,52003,,,,,0
476,Dubuque,Zwingle,,,,,,42.3386,-90.6986,TRUE,,IA,, ,24,24,,,terminal,52079,,,,,0
477,Dubuque Asphalt,Dubuque,,,,563-556-1304,,42.5086,-90.6535,TRUE,,IA,,1550 Koch Court,14,14,,,terminal,52001,,,,,0
478,Dulac,Dulac,,,,,,29.343345,-90.733206,TRUE,,LA,,9576 Grand Caillou Rd,43,43,,,terminal,70354,,,,,T-72-LA-2410
479,Dulac,Dulac,,,,,,29.3427,-90.7329,TRUE,,LA,, ,13,13,,,terminal,70353,,,,,0
480,Duluth,Duluth,,,,,,46.708745,-92.282716,TRUE,,MN,,5746 Old Hwy 61,112,112,,,terminal,55810,,,,,T-41-MN-3410
481,Dumfries,Dumfries,,,,,,38.5596,-77.265,TRUE,,VA,, ,136,136,,,terminal,22026,,,,,0
482,Duncan,Duncan,,,,,,34.5022,-97.9575,TRUE,,OK,, ,211,211,,,terminal,73533,,,,,0
483,Duncombe,Duncombe,,,,0,,42.463053,-94.016459,TRUE,,IA,,3140 Two Hundred Street,80,80,,,terminal,50532,,,,,T-42-IA-3461
484,Dupont,Dupont,,,,(303) 286-6400,,39.846539,-104.917419,TRUE,,CO,,8160 Krameria Street,2,2,,,terminal,80024,,,,,T-84-CO-4105
485,Dupont,Pittston,,,,,,41.3131,-75.7416,TRUE,,PA,, ,49,49,,,terminal,18640,,,,,0
486,Dupont,Pittston,,,,,,41.3355,-75.7434,TRUE,,PA,, ,37,37,,,terminal,18641,,,,,0
487,Dutch Harbor,Dutch Harbor,,,,,,53.906279,-166.509365,TRUE,,AK,,1787 Ballyhoo Rd.,47,47,,,terminal,99692,,,,,T-91-AK-4511
488,Dutch Harbor,Dutch Harbor,,,,,,53.885808,-166.538324,TRUE,,AK,,Captain Bay,431,431,,,terminal,99692,,,,,T-91-AK-4522
489,Dutch Harbor,Dutch Harbor,,,,,,53.883999,-166.545678,TRUE,,AK,,1577 E. Point Loop Rd.,36,36,,,terminal,99692,,,,,T-91-AK-4528
490,Eagle Point,Verga,,,,,,39.8718,-75.1558,TRUE,,NJ,, ,5,5,,,terminal,8093,,,,,0
491,East Boston,Boston,,,,,,42.384507,-71.023031,TRUE,,MA,,580 Chelsea Street,5,5,,,terminal,2128,,,,,T-04-MA-1154
492,East Chicago,East Chicago,,,,,,41.639393,-87.467798,TRUE,,IN,,400 East Columbus Dr,1,1,,,terminal,46312,,,,,T-35-IN-3225
493,East Chicago,East Chicago,,,,,,41.62886,-87.44584,TRUE,,IN,,2500 East Chicago Ave,9,9,,,terminal,46312,,,,,T-35-IN-3209
494,East Hartford,East Hartford,,,,,,41.776414,-72.639824,TRUE,,CT,,1351 Main Street,380,380,,,terminal,6108,,,,,T-06-CT-1286
495,East Hartford,East Hartford,,,,,,41.7763,-72.6389,TRUE,,CT,, ,135,135,,,terminal,6108,,,,,0
496,East Haven,East Haven,,,,,,41.294956,-72.902205,TRUE,,CT,,500 Waterfront Street,44,44,,,terminal,6512,,,,,T-06-CT-1262
497,East Houston,Greens Bayou,,,,,,29.743939,-95.200106,TRUE,,TX,,12901 American Petroleum Rd.,2,2,,,terminal,77015,,,,,T-76-TX-2792
498,East Houston,Houston,,7139330608,,7139330695,,29.792611,-95.284843,TRUE,,TX,,7901 Wallisvile Road,2,2,,,terminal,77020,,,,,T-76-TX-2831
499,East Liverpool,East Liverpool,,,,3303855424,,40.619065,-80.567246,TRUE,,OH,227000,425 River Road,8,8,,8,terminal,43920,,,,,T-34-OH-3174
500,East Pht,Mont Belvieu,,,,,,29.8578,-94.9072,TRUE,,TX,, ,26,26,,,terminal,77523,,,,,0
501,East Providence,East Providence,,,,,,41.835864,-71.36696,TRUE,,RI,,100 Dexter Road,275,275,,,terminal,2914,,,,,T-05-RI-1203
502,East Providence XOM,Riverside,,,,,,41.7858,-71.334,TRUE,,RI,,1001 Wampanoag Trail,16,16,,,terminal,2914,,,,,T-05-RI-1207
503,East Rochester,Rochester,,,,,,40.6964,-80.2694,TRUE,,PA,, ,72,72,,,terminal,15074,,,,,0
504,East Setauket,East Setauket,,,,,,40.9163,-73.0937,TRUE,,NY,, ,427,427,,,terminal,11733,,,,,0
505,East St. Louis,East Saint Louis,,,,(618) 337-6066,,38.582,-90.1882,TRUE,,IL,2085000,3300 Mississippi Ave,7,475,78000,6,terminal,62206,,both,both,,T-37-IL-3366
506,Eau Claire,Eau Claire,,,,,,44.886941,-91.509556,TRUE,,WI,,3008 - 80th Street,425,425,,,terminal,54703,,,,,T-41-MN-3425
507,Edinburg,McAllen,ed.gamez@nustarenergy.com,9563161236,Ed Gamez,9563163885,Terminal Contact,26.3802,-98.1452,TRUE,,TX,275000,222 West Ingle Road,6,6,,4,terminal,78541,both,none,both,none,T-74-TX-2700
508,Effingham,Effingham,,,,,,39.178473,-88.518832,TRUE,,IL,,18264 N US Hwy 45,1,1,,,terminal,62401,,,,,T-37-IL-3368
509,El Dorado,El Dorado,,,,,,37.805005,-96.880409,TRUE,,KS,,South Haverhill Road,30,30,,,terminal,67042,,,,,T-48-KS-3654
510,El Dorado,El Dorado,,,,,,33.178579,-92.428662,TRUE,,AR,,1000 McHenry,329,329,,,terminal,71730,,,,,T-71-AR-2451
511,El Dorado,El Dorado,,,,,,37.8101,-96.8348,TRUE,,KS,, ,11,11,,,terminal,67042,,,,,0
512,El Mirage,Peoria,,,,,,33.565839,-112.320676,TRUE,,AZ,,12126 W Olive Avenue,71,71,,,terminal,85345,,,,,T-86-AZ-4318
513,El Paso ANDV,El Paso,,,,,,31.77117,-106.403116,TRUE,,TX,,6501 Trowbridge,48,48,,,terminal,79905,,,,,T-74-TX-2724
514,El Paso HFC,El Paso,,,,,,31.770227,-106.389009,TRUE,,TX,,1000 Eastside & 897 Hawkins,231,231,,,terminal,79915,,,,,T-74-TX-2726
515,El Paso NUS,El Paso,wendell.odom@nustarenergy.com,9158577482,Wendell Odom,9158577484,Terminal Contact,31.8223,-106.259,TRUE,,TX,499000,4200 Justice Road,6,476,,6,terminal,79936,both,none,both,none,T-74-TX-2750
516,El Paso MPL,El Paso,,9158491781,,9158491783,,31.813473,-106.216354,TRUE,,TX,,13551 East Montana Avenue,2,2,,,terminal,79938,,,,,T-74-TX-2751
517,El Segundo,Manhattan Beach,,,,,,33.906929,-118.415572,TRUE,,CA,,324 West El Segundo Blvd,12,12,,,terminal,90266,,,,,T-95-CA-4800
518,Elizabeth,Elizabeth,,,,,,40.67741,-74.18995,TRUE,,NJ,,North Avenue & Division St.,318,318,,,terminal,7201,,,,,T-22-NJ-1532
519,Elk Grove,Elk Grove,,,,,,38.3811,-121.3588,TRUE,,CA,, ,182,182,,,terminal,95624,,,,,0
520,Elkhart,Elkhart,,,,,,41.667007,-85.981173,TRUE,,IN,,2600 W. Lusher Rd.,87,87,,,terminal,46517,,,,,T-35-IN-3245
521,Enfield,Enfield,,,,,,42.001547,-72.593367,TRUE,,CT,,777 Enfield St.,289,289,,,terminal,6082,,,,,T-06-CT-1282
522,Enid,Enid,jeff.selvidge@magellanlp.com,(580) 234-0148,Jeff Selvidge,(580) 234-6748,Terminal Contact,36.411,-97.8362,TRUE,,OK,300000,1401 North 30th Street ,2,477,,,terminal,73701,in,,out,,T-73-OK-2606
523,Ennis Plant,Ennis,,,,,,32.356299,-96.6424,TRUE,,TX,, ,11,11,,,terminal,75119,,,,,0
524,Erie Blvd,Albany,,,,,,42.6309,-73.7542,TRUE,,NY,, ,20,20,,,terminal,12202,,,,,0
525,Eugene,Eugene,,,,5416891545,,44.090891,-123.157443,TRUE,,OR,708125,1765 Prairie Road,4,134,,4,terminal,97402,in,,out,,T-93-OR-4454
526,Euless,Euless,,,,,,32.812524,-97.091921,TRUE,,TX,,12625 Calloway Cemetary Rd,386,386,,,terminal,76040,,,,,T-75-TX-2690
527,Euless,Euless,,,,,,32.810899,-97.0939,TRUE,,TX,, ,265,265,,,terminal,76040,,,,,0
528,Euless Loading Facility,Euless,,,,,,32.810899,-97.0972,TRUE,,TX,, ,4,472,,,terminal,76040,,,,,0
529,Eureka,Eureka,,,,,,40.776324,-124.193496,TRUE,,CA,,3400 Christie Street,12,12,,,terminal,95501,,,,,T-68-CA-4606
530,Evanston,Evanston,,,,,,41.274759,-110.963747,TRUE,,WY,,2990 County Rd. #180,358,358,,,terminal,82930,,,,,T-84-WY-4058
531,Evansville,Evansville,,,,,,37.970535,-87.604909,TRUE,,IN,,2500 Broadway,3,3,,,terminal,47712,,,,,T-35-IN-3207
532,Evansville,Evansville,,,,8124235427,,37.96914,-87.605656,TRUE,,IN,245000,2630 Broadway,8,8,,3,terminal,47712,,,,,T-35-IN-3213
533,Everett,Everett,,,,,,42.397257,-71.060518,TRUE,,MA,,52 Beacham Street,16,16,,,terminal,2149,,,,,T-04-MA-1156
534,Exton,Exton,,,,,,40.029985,-75.614699,TRUE,,PA,,601 East Lincoln Hwy,5,5,,,terminal,19341,,,,,T-23-PA-1710
535,Fairfax,Fairfax,,,,,,38.848266,-77.277648,TRUE,,VA,,9600 Colonial Avenue,9,9,,,terminal,22031,,,,,T-54-VA-1661
536,Fairfax,Fairfax,,,,,,38.847447,-77.277727,TRUE,,VA,,9601 Colonial Avenue,1,1,,,terminal,22031,,,,,T-54-VA-1659
537,Fairfax,Fairfax,,,,7033231500,,38.848852,-77.273896,TRUE,,VA,513000,3790 Pickett Road,8,8,,3,terminal,22031,,,,,T-54-VA-1660
538,Fairfax,Fairfax,,,,,,38.847342,-77.273151,TRUE,,VA,,3800 Pickett Road,10,10,,,terminal,22031,,,,,T-54-VA-1662
539,Fannett,Beaumont,,,,,,29.975,-94.0583,TRUE,,TX,, ,90,90,,,terminal,77705,,,,,0
540,Fargo,Fargo,,7012819502,,7012823208,,46.876757,-96.882753,TRUE,,ND,,902 Main Avenue East,2,2,,,terminal,58078,,,,,T-45-ND-3501
541,Fargo Asphalt,West Fargo,,,,701-282-4610,,46.8826,-96.8998,TRUE,,ND,,600 Center St.,14,14,,,terminal,58078,,,,,0
542,Farmington,Farmington,,,,,,40.6981,-90.0058,TRUE,,IL,, ,24,24,,,terminal,61531,,,,,0
543,Fayetteville,Fayetteville,,,,,,35.115076,-78.917789,TRUE,,NC,,992 Shaw Mill Road,10,10,,,terminal,28311,,,,,T-56-NC-2009
544,Ferndale,Ferndale,,,,,,48.834654,-122.705116,TRUE,,WA,,4100 Unick Road,314,314,,,terminal,98248,,,,,T-33-WA-0001
545,Ferndale,Ferndale,,,,,,48.830153,-122.692623,TRUE,,WA,,3901 Unic Rd.,7,475,,,terminal,98248,,,,,T-91-WA-4427
546,Ferndale,Mountain View,,,,,,48.834,-122.6992,TRUE,,WA,, ,316,316,,,terminal,98248,,,,,0
547,Ferrysburg,Spring Lake,,,,,,43.084457,-86.230163,TRUE,,MI,,17806 North Shore Dr.,1,1,,,terminal,49456,,,,,T-38-MI-3013
548,Fisher Island,Miami Beach,,,,3056721065,,25.761042,-80.141003,TRUE,,FL,673000,41200 Fisher Island Dr,8,8,,,terminal,33109,,,,,T-65-FL-2166
549,Flagstaff,Flagstaff,,,,,,35.210143,-111.408412,TRUE,,AZ,, ,26,26,,,terminal,86004,,,,,0
550,Flint BPL,Flint,,,,,,43.086089,-83.673129,TRUE,,MI,,G5340 North Dort Highway,1,1,,,terminal,48505,,,,,T-38-MI-3022
551,Floreffe - Asphalt,Clairton,,,,,,40.2577,-79.9142,TRUE,,PA,, ,3,3,,,terminal,15025,,,,,0
552,Flushing,Flushing,,,,,,40.767413,-73.840542,TRUE,,NY,,31-70 College Point Blvd,319,319,,,terminal,11354,,,,,T-11-NY-1306
553,Flushing,East Elmhurst,,,,,,40.7712,-73.867514,TRUE,,NY,,"Fuel Facility, Bldg #42",362,362,,,terminal,11369,,,,,T-11-NY-1335
554,Fontana Plant,Fontana,,,,,,34.062493,-117.479558,TRUE,,CA,, ,11,11,,,terminal,92337,,,,,0
555,Forest View,Forest View,,,,,,41.802294,-87.801677,TRUE,,IL,,5027 South Harlem Avenue,41,41,,,terminal,60402,,,,,T-72-IL-0002
556,Fort Dodge,Fort Dodge,,(515) 543-4564,,(515) 543-4563,,42.4981,-94.0208,TRUE,,IA,100000, 3140 Two Hundred Street ,2,477,,,terminal,50532,,,,,0
557,Fort Lauderdale CGO,Fort Lauderdale,,,,,,26.09013,-80.133764,TRUE,,FL,,801 SE 28th Street,9,9,,,terminal,33316,,,,,T-65-FL-2157
558,Fort Lauderdale CVX,Fort Lauderdale,,,,,,26.091973,-80.127762,TRUE,,FL,,1400 SE 24th St,130,130,,,terminal,33316,,,,,T-65-FL-2153
